,Age,Education,Occupation,Relationship,Race,Sex,Target
8668,27,HS-grad,Craft-repair,Husband,White,Male,>50K
8669,50,Some-college,Exec-managerial,Husband,White,Male,>50K
8670,22,Some-college,Adm-clerical,Wife,Amer-Indian-Eskimo,Female,<=50K
8671,33,Masters,Prof-specialty,Not-in-family,White,Male,<=50K
8672,61,10th,Sales,Unmarried,White,Female,<=50K
8673,28,Assoc-voc,?,Own-child,White,Female,<=50K
8674,41,Assoc-voc,Farming-fishing,Husband,White,Male,>50K
8675,22,Some-college,Transport-moving,Own-child,White,Male,<=50K
8676,27,Bachelors,Prof-specialty,Not-in-family,White,Female,<=50K
8677,25,HS-grad,Transport-moving,Husband,White,Male,<=50K
8678,32,HS-grad,Machine-op-inspct,Own-child,Black,Female,<=50K
8679,28,Masters,Prof-specialty,Not-in-family,White,Male,<=50K
8680,25,Bachelors,Craft-repair,Own-child,White,Male,<=50K
8681,28,Some-college,Craft-repair,Husband,White,Male,<=50K
8682,37,Bachelors,Prof-specialty,Wife,White,Female,>50K
8683,58,HS-grad,Adm-clerical,Not-in-family,White,Female,<=50K
8684,39,HS-grad,Handlers-cleaners,Husband,White,Male,<=50K
8685,33,Some-college,Other-service,Unmarried,White,Female,<=50K
8686,59,10th,Craft-repair,Husband,White,Male,>50K
8687,58,Bachelors,Craft-repair,Own-child,White,Female,<=50K
8688,38,Assoc-voc,Prof-specialty,Husband,Asian-Pac-Islander,Male,>50K
8689,34,Some-college,Craft-repair,Husband,White,Male,<=50K
8690,31,Some-college,Craft-repair,Own-child,Black,Male,<=50K
8691,48,HS-grad,Craft-repair,Husband,White,Male,>50K
8692,65,HS-grad,?,Husband,White,Male,<=50K
8693,45,HS-grad,Handlers-cleaners,Not-in-family,White,Male,<=50K
8694,80,Prof-school,?,Husband,White,Male,>50K
8695,23,HS-grad,Other-service,Own-child,White,Female,<=50K
8696,33,Masters,Prof-specialty,Husband,White,Male,>50K
8697,38,Some-college,Farming-fishing,Not-in-family,White,Male,<=50K
8698,44,Masters,Farming-fishing,Husband,White,Male,>50K
8699,48,Masters,Exec-managerial,Unmarried,Black,Female,>50K
8700,40,HS-grad,Craft-repair,Husband,White,Male,<=50K
8701,19,HS-grad,Craft-repair,Other-relative,Black,Female,<=50K
8702,45,Bachelors,Exec-managerial,Own-child,White,Female,<=50K
8703,34,Some-college,Prof-specialty,Not-in-family,White,Female,<=50K
8704,70,Some-college,Other-service,Not-in-family,White,Male,<=50K
8705,32,Masters,Prof-specialty,Not-in-family,White,Male,<=50K
8706,33,Assoc-voc,Other-service,Unmarried,White,Female,<=50K
8707,24,Bachelors,Exec-managerial,Not-in-family,White,Female,<=50K
8708,30,Bachelors,Prof-specialty,Own-child,White,Female,<=50K
8709,22,Some-college,Sales,Own-child,Black,Male,<=50K
8710,52,Prof-school,Prof-specialty,Husband,Other,Male,>50K
8711,67,10th,Farming-fishing,Husband,White,Male,<=50K
8712,40,HS-grad,Exec-managerial,Husband,White,Male,<=50K
8713,55,Assoc-voc,Prof-specialty,Wife,White,Female,<=50K
8714,29,HS-grad,Exec-managerial,Not-in-family,White,Female,<=50K
8715,62,HS-grad,Sales,Husband,White,Male,<=50K
8716,22,HS-grad,Machine-op-inspct,Own-child,White,Female,<=50K
8717,64,9th,Craft-repair,Husband,White,Male,<=50K
8718,29,Bachelors,Exec-managerial,Other-relative,White,Male,<=50K
8719,28,Some-college,Exec-managerial,Husband,White,Male,<=50K
8720,25,HS-grad,Exec-managerial,Other-relative,White,Male,<=50K
8721,47,Doctorate,Prof-specialty,Husband,White,Male,>50K
8722,26,Bachelors,Transport-moving,Husband,White,Male,>50K
8723,18,12th,Other-service,Own-child,White,Male,<=50K
8724,52,10th,Sales,Husband,White,Male,<=50K
8725,48,Bachelors,Prof-specialty,Wife,White,Female,>50K
8726,36,HS-grad,Machine-op-inspct,Husband,Black,Male,<=50K
8727,23,Assoc-voc,Adm-clerical,Not-in-family,White,Female,<=50K
8728,41,HS-grad,Transport-moving,Husband,White,Male,<=50K
8729,56,HS-grad,Transport-moving,Husband,White,Male,>50K
8730,53,HS-grad,Prof-specialty,Not-in-family,White,Male,<=50K
8731,26,Some-college,Exec-managerial,Not-in-family,White,Female,<=50K
8732,22,Some-college,Other-service,Not-in-family,White,Male,<=50K
8733,25,Masters,Prof-specialty,Own-child,White,Female,<=50K
8734,31,Some-college,Other-service,Husband,Other,Male,<=50K
8735,36,Assoc-acdm,Machine-op-inspct,Husband,White,Male,<=50K
8736,46,Some-college,Machine-op-inspct,Husband,White,Male,<=50K
8737,46,Assoc-acdm,Adm-clerical,Unmarried,White,Male,>50K
8738,32,Some-college,Other-service,Wife,White,Female,<=50K
8739,43,HS-grad,Farming-fishing,Not-in-family,White,Male,<=50K
8740,30,Bachelors,Exec-managerial,Husband,White,Male,>50K
8741,41,Bachelors,Sales,Husband,White,Male,>50K
8742,50,Masters,Exec-managerial,Husband,White,Male,>50K
8743,37,Masters,Exec-managerial,Husband,White,Male,<=50K
8744,22,HS-grad,Handlers-cleaners,Other-relative,White,Male,<=50K
8745,51,HS-grad,Transport-moving,Husband,White,Male,<=50K
8746,47,Some-college,Exec-managerial,Wife,Black,Female,>50K
8747,40,HS-grad,Adm-clerical,Husband,White,Male,<=50K
8748,46,Some-college,Machine-op-inspct,Husband,White,Male,<=50K
8749,23,Some-college,?,Unmarried,White,Female,<=50K
8750,30,Some-college,Tech-support,Unmarried,White,Female,<=50K
8751,27,HS-grad,Sales,Husband,White,Male,>50K
8752,31,Some-college,Adm-clerical,Own-child,White,Female,<=50K
8753,31,1st-4th,Handlers-cleaners,Husband,White,Male,<=50K
8754,30,HS-grad,Craft-repair,Own-child,White,Male,<=50K
8755,50,Bachelors,Prof-specialty,Not-in-family,White,Male,>50K
8756,27,Bachelors,Prof-specialty,Not-in-family,White,Female,<=50K
8757,22,Some-college,?,Own-child,White,Female,<=50K
8758,29,HS-grad,Machine-op-inspct,Husband,White,Male,>50K
8759,28,HS-grad,Transport-moving,Not-in-family,White,Male,<=50K
8760,54,Bachelors,Exec-managerial,Not-in-family,Black,Female,>50K
8761,47,Assoc-voc,Tech-support,Husband,White,Male,>50K
8762,34,HS-grad,Machine-op-inspct,Unmarried,White,Female,<=50K
8763,26,Some-college,Handlers-cleaners,Not-in-family,White,Male,<=50K
8764,53,7th-8th,?,Husband,White,Male,<=50K
8765,23,Some-college,Protective-serv,Own-child,White,Male,<=50K
8766,42,Masters,Prof-specialty,Not-in-family,White,Male,<=50K
8767,36,HS-grad,Exec-managerial,Husband,White,Male,<=50K
8768,52,Bachelors,Protective-serv,Husband,White,Male,>50K
8769,22,Some-college,?,Own-child,White,Female,<=50K
8770,27,Masters,Prof-specialty,Not-in-family,White,Female,<=50K
8771,42,HS-grad,Other-service,Unmarried,White,Female,<=50K
8772,39,HS-grad,Other-service,Unmarried,Black,Female,<=50K
8773,49,HS-grad,Prof-specialty,Husband,White,Male,>50K
8774,36,HS-grad,Sales,Husband,White,Male,>50K
8775,20,Preschool,Other-service,Own-child,White,Male,<=50K
8776,55,HS-grad,Exec-managerial,Husband,White,Male,<=50K
8777,47,9th,Machine-op-inspct,Husband,White,Male,<=50K
8778,33,Masters,Prof-specialty,Husband,White,Male,>50K
8779,36,Some-college,Sales,Husband,White,Male,<=50K
8780,39,Doctorate,Prof-specialty,Unmarried,White,Female,<=50K
8781,55,Bachelors,Exec-managerial,Husband,White,Male,>50K
8782,21,Assoc-acdm,?,Own-child,White,Male,<=50K
8783,48,Assoc-acdm,Transport-moving,Husband,White,Male,<=50K
8784,30,Assoc-voc,Handlers-cleaners,Own-child,White,Male,<=50K
8785,24,HS-grad,Craft-repair,Husband,White,Male,<=50K
8786,57,HS-grad,Craft-repair,Not-in-family,White,Female,<=50K
8787,20,Some-college,Farming-fishing,Own-child,White,Male,<=50K
8788,18,Some-college,?,Own-child,White,Female,<=50K
8789,56,HS-grad,Prof-specialty,Not-in-family,White,Female,<=50K
8790,36,HS-grad,Adm-clerical,Wife,White,Female,>50K
8791,44,10th,Machine-op-inspct,Husband,White,Male,>50K
8792,57,HS-grad,Craft-repair,Husband,White,Male,>50K
8793,57,HS-grad,Craft-repair,Husband,Black,Male,<=50K
8794,33,HS-grad,Tech-support,Husband,White,Male,<=50K
8795,61,7th-8th,?,Husband,White,Male,>50K
8796,39,Bachelors,Transport-moving,Husband,White,Male,>50K
8797,28,HS-grad,Craft-repair,Own-child,White,Male,<=50K
8798,31,Some-college,Other-service,Own-child,White,Male,<=50K
8799,60,Assoc-acdm,Other-service,Not-in-family,White,Female,<=50K
8800,36,Assoc-voc,Protective-serv,Not-in-family,White,Male,>50K
8801,58,HS-grad,Sales,Not-in-family,White,Female,>50K
8802,50,Some-college,Handlers-cleaners,Not-in-family,White,Male,<=50K
8803,23,Bachelors,Exec-managerial,Own-child,White,Female,<=50K
8804,30,HS-grad,Other-service,Not-in-family,White,Male,<=50K
8805,20,11th,?,Other-relative,White,Male,<=50K
8806,90,Prof-school,Prof-specialty,Husband,White,Male,>50K
8807,49,Bachelors,Prof-specialty,Not-in-family,White,Female,<=50K
8808,47,Bachelors,Prof-specialty,Husband,White,Male,<=50K
8809,34,Doctorate,Prof-specialty,Not-in-family,White,Male,>50K
8810,37,HS-grad,Tech-support,Unmarried,White,Female,<=50K
8811,25,10th,Protective-serv,Wife,Black,Female,<=50K
8812,37,Assoc-acdm,Adm-clerical,Not-in-family,White,Female,<=50K
8813,47,HS-grad,Adm-clerical,Husband,White,Male,<=50K
8814,34,HS-grad,Exec-managerial,Husband,White,Male,>50K
8815,34,Some-college,Other-service,Not-in-family,White,Male,<=50K
8816,35,HS-grad,Exec-managerial,Husband,White,Male,>50K
8817,39,Some-college,Machine-op-inspct,Own-child,White,Male,<=50K
8818,32,7th-8th,Handlers-cleaners,Husband,White,Male,<=50K
8819,24,HS-grad,Other-service,Wife,White,Female,<=50K
8820,28,Prof-school,Prof-specialty,Not-in-family,White,Male,<=50K
8821,41,7th-8th,Craft-repair,Husband,White,Male,<=50K
8822,69,HS-grad,?,Not-in-family,White,Female,<=50K
8823,32,HS-grad,Protective-serv,Husband,White,Male,<=50K
8824,58,HS-grad,Sales,Unmarried,White,Female,>50K
8825,47,HS-grad,Sales,Husband,White,Male,>50K
8826,41,Bachelors,Exec-managerial,Husband,White,Male,>50K
8827,35,HS-grad,Exec-managerial,Husband,White,Male,>50K
8828,24,Some-college,Other-service,Own-child,White,Male,<=50K
8829,46,HS-grad,Sales,Husband,Black,Male,>50K
8830,69,Bachelors,Exec-managerial,Husband,White,Male,>50K
8831,22,Bachelors,Exec-managerial,Own-child,White,Female,<=50K
8832,36,Masters,Prof-specialty,Not-in-family,White,Female,<=50K
8833,31,Bachelors,Sales,Husband,White,Male,>50K
8834,23,Bachelors,Prof-specialty,Own-child,Amer-Indian-Eskimo,Male,<=50K
8835,35,Some-college,Prof-specialty,Not-in-family,Black,Female,<=50K
8836,37,Bachelors,Protective-serv,Husband,White,Male,>50K
8837,35,Bachelors,Prof-specialty,Not-in-family,White,Female,<=50K
8838,18,11th,Transport-moving,Own-child,White,Male,<=50K
8839,43,9th,Handlers-cleaners,Unmarried,White,Female,<=50K
8840,53,HS-grad,Protective-serv,Husband,White,Male,<=50K
8841,54,Some-college,Protective-serv,Husband,White,Male,<=50K
8842,29,HS-grad,Adm-clerical,Wife,White,Female,<=50K
8843,46,Assoc-acdm,Adm-clerical,Not-in-family,White,Female,<=50K
8844,24,Some-college,Handlers-cleaners,Own-child,Asian-Pac-Islander,Male,<=50K
8845,30,Some-college,Other-service,Unmarried,Asian-Pac-Islander,Female,<=50K
8846,23,Some-college,Priv-house-serv,Not-in-family,White,Female,<=50K
8847,27,Bachelors,?,Not-in-family,Other,Female,<=50K
8848,36,HS-grad,Machine-op-inspct,Husband,White,Male,<=50K
8849,38,Bachelors,Craft-repair,Husband,White,Male,<=50K
8850,33,Masters,Tech-support,Husband,White,Male,<=50K
8851,66,Some-college,Protective-serv,Husband,White,Male,<=50K
8852,45,HS-grad,Exec-managerial,Husband,White,Male,<=50K
8853,68,HS-grad,?,Not-in-family,White,Female,<=50K
8854,37,HS-grad,Sales,Husband,White,Male,>50K
8855,17,10th,Other-service,Own-child,White,Female,<=50K
8856,31,HS-grad,Adm-clerical,Husband,Amer-Indian-Eskimo,Male,>50K
8857,46,Bachelors,Exec-managerial,Not-in-family,White,Male,>50K
8858,40,Bachelors,Prof-specialty,Husband,White,Male,<=50K
8859,34,Some-college,Handlers-cleaners,Husband,White,Male,<=50K
8860,56,10th,Craft-repair,Not-in-family,White,Male,<=50K
8861,42,Some-college,Adm-clerical,Unmarried,Black,Female,<=50K
8862,46,Masters,Exec-managerial,Husband,White,Male,>50K
8863,30,HS-grad,Craft-repair,Not-in-family,White,Male,<=50K
8864,33,Bachelors,Craft-repair,Husband,White,Male,>50K
8865,47,HS-grad,Machine-op-inspct,Wife,White,Female,<=50K
8866,57,Assoc-acdm,Farming-fishing,Unmarried,Amer-Indian-Eskimo,Male,<=50K
8867,34,11th,Craft-repair,Unmarried,White,Male,<=50K
8868,40,HS-grad,Craft-repair,Own-child,White,Male,<=50K
8869,33,HS-grad,Sales,Husband,White,Male,>50K
8870,22,HS-grad,Machine-op-inspct,Own-child,White,Male,<=50K
8871,29,12th,Other-service,Unmarried,Black,Female,<=50K
8872,53,HS-grad,Adm-clerical,Wife,White,Female,>50K
8873,36,HS-grad,Adm-clerical,Own-child,Asian-Pac-Islander,Female,<=50K
8874,45,HS-grad,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,>50K
8875,36,Some-college,Sales,Unmarried,White,Female,<=50K
8876,18,HS-grad,Farming-fishing,Own-child,White,Male,<=50K
8877,27,HS-grad,Adm-clerical,Not-in-family,White,Female,<=50K
8878,30,HS-grad,Machine-op-inspct,Husband,White,Male,<=50K
8879,34,Bachelors,Prof-specialty,Husband,White,Male,>50K
8880,36,Bachelors,Sales,Husband,White,Male,>50K
8881,36,7th-8th,Farming-fishing,Own-child,White,Male,<=50K
8882,48,Masters,Exec-managerial,Husband,White,Male,<=50K
8883,41,Prof-school,Prof-specialty,Husband,White,Male,>50K
8884,21,5th-6th,Priv-house-serv,Not-in-family,White,Female,<=50K
8885,47,Masters,Prof-specialty,Husband,White,Male,>50K
8886,41,1st-4th,Farming-fishing,Husband,White,Male,<=50K
8887,61,1st-4th,Craft-repair,Husband,White,Male,<=50K
8888,64,7th-8th,Craft-repair,Husband,White,Male,<=50K
8889,35,Some-college,Adm-clerical,Not-in-family,Black,Male,<=50K
8890,44,HS-grad,Transport-moving,Unmarried,White,Male,<=50K
8891,20,Some-college,Sales,Own-child,White,Female,<=50K
8892,23,Some-college,Adm-clerical,Unmarried,White,Female,<=50K
8893,52,10th,Other-service,Wife,White,Female,<=50K
8894,43,Masters,Exec-managerial,Not-in-family,White,Female,<=50K
8895,32,Bachelors,Handlers-cleaners,Husband,Asian-Pac-Islander,Male,<=50K
8896,63,Bachelors,Craft-repair,Husband,Asian-Pac-Islander,Male,<=50K
8897,29,Some-college,Other-service,Not-in-family,White,Female,>50K
8898,42,Some-college,Exec-managerial,Husband,Asian-Pac-Islander,Male,<=50K
8899,65,10th,Handlers-cleaners,Not-in-family,White,Female,<=50K
8900,24,HS-grad,Craft-repair,Husband,White,Male,<=50K
8901,42,Some-college,Other-service,Own-child,White,Female,<=50K
8902,35,HS-grad,Transport-moving,Husband,Black,Male,<=50K
8903,40,Bachelors,Sales,Husband,White,Male,>50K
8904,38,Some-college,Adm-clerical,Unmarried,White,Female,<=50K
8905,26,HS-grad,Adm-clerical,Not-in-family,White,Female,<=50K
8906,46,HS-grad,Farming-fishing,Husband,White,Male,<=50K
8907,39,Some-college,Adm-clerical,Own-child,White,Female,<=50K
8908,29,Bachelors,?,Not-in-family,White,Male,<=50K
8909,42,Doctorate,Prof-specialty,Not-in-family,White,Male,>50K
8910,36,Bachelors,Prof-specialty,Husband,White,Male,>50K
8911,26,Some-college,Handlers-cleaners,Not-in-family,White,Male,<=50K
8912,57,Bachelors,Sales,Husband,White,Male,>50K
8913,55,HS-grad,Handlers-cleaners,Not-in-family,Black,Male,<=50K
8914,35,Some-college,Sales,Husband,White,Male,>50K
8915,41,HS-grad,Adm-clerical,Unmarried,Black,Female,<=50K
8916,24,Some-college,Other-service,Not-in-family,White,Female,<=50K
8917,47,HS-grad,Craft-repair,Husband,White,Male,<=50K
8918,34,Some-college,Sales,Husband,White,Male,>50K
8919,44,Bachelors,Exec-managerial,Husband,Black,Male,>50K
8920,18,HS-grad,?,Unmarried,White,Female,<=50K
8921,27,Bachelors,Adm-clerical,Not-in-family,White,Male,<=50K
8922,36,Bachelors,Adm-clerical,Not-in-family,White,Female,<=50K
8923,21,Bachelors,Sales,Own-child,White,Male,<=50K
8924,29,HS-grad,Transport-moving,Husband,Other,Male,<=50K
8925,25,HS-grad,Handlers-cleaners,Husband,White,Male,<=50K
8926,73,HS-grad,Farming-fishing,Husband,White,Male,<=50K
8927,45,Assoc-voc,Machine-op-inspct,Husband,White,Male,>50K
8928,28,Bachelors,Exec-managerial,Wife,White,Female,>50K
8929,43,Bachelors,Exec-managerial,Husband,White,Male,<=50K
8930,47,HS-grad,Craft-repair,Not-in-family,White,Male,<=50K
8931,20,Some-college,Adm-clerical,Own-child,White,Female,<=50K
8932,22,Some-college,Transport-moving,Own-child,White,Male,<=50K
8933,76,7th-8th,Craft-repair,Husband,White,Male,<=50K
8934,24,Some-college,Transport-moving,Not-in-family,Black,Male,<=50K
8935,54,Some-college,Sales,Husband,White,Male,<=50K
8936,30,Some-college,Machine-op-inspct,Husband,White,Male,>50K
8937,33,Some-college,Craft-repair,Husband,White,Male,<=50K
8938,30,Some-college,Machine-op-inspct,Not-in-family,White,Male,<=50K
8939,40,Assoc-acdm,Exec-managerial,Husband,White,Male,>50K
8940,27,Some-college,?,Not-in-family,White,Male,<=50K
8941,49,Assoc-voc,Sales,Unmarried,White,Female,<=50K
8942,30,HS-grad,Craft-repair,Not-in-family,White,Male,<=50K
8943,22,HS-grad,Adm-clerical,Not-in-family,Other,Female,<=50K
8944,19,HS-grad,Handlers-cleaners,Husband,White,Male,<=50K
8945,46,HS-grad,Protective-serv,Husband,White,Male,<=50K
8946,51,HS-grad,Adm-clerical,Husband,White,Male,<=50K
8947,56,7th-8th,Machine-op-inspct,Unmarried,Other,Female,<=50K
8948,53,Some-college,Sales,Not-in-family,White,Female,<=50K
8949,60,Assoc-voc,?,Not-in-family,White,Female,<=50K
8950,27,Bachelors,Prof-specialty,Not-in-family,White,Female,<=50K
8951,46,Some-college,Exec-managerial,Unmarried,White,Female,<=50K
8952,37,HS-grad,Transport-moving,Husband,White,Male,>50K
8953,41,Bachelors,Other-service,Husband,Asian-Pac-Islander,Male,<=50K
8954,65,Assoc-voc,?,Husband,White,Male,>50K
8955,30,Some-college,Adm-clerical,Wife,White,Female,>50K
8956,57,HS-grad,Farming-fishing,Husband,White,Male,<=50K
8957,44,Some-college,Exec-managerial,Husband,White,Male,<=50K
8958,32,HS-grad,Farming-fishing,Husband,White,Male,<=50K
8959,27,HS-grad,Transport-moving,Husband,White,Male,<=50K
8960,57,Some-college,Adm-clerical,Unmarried,White,Female,<=50K
8961,59,Bachelors,Farming-fishing,Husband,White,Male,<=50K
8962,32,Prof-school,Prof-specialty,Wife,Asian-Pac-Islander,Female,>50K
8963,90,HS-grad,?,Not-in-family,White,Female,<=50K
8964,22,Bachelors,Exec-managerial,Not-in-family,White,Female,<=50K
8965,39,HS-grad,Adm-clerical,Not-in-family,White,Female,<=50K
8966,43,Assoc-voc,Exec-managerial,Husband,White,Male,>50K
8967,38,Bachelors,Exec-managerial,Husband,Black,Male,>50K
8968,61,9th,Sales,Not-in-family,White,Male,<=50K
8969,24,Some-college,Sales,Own-child,White,Male,<=50K
8970,25,Some-college,Sales,Not-in-family,White,Male,<=50K
8971,44,Assoc-voc,Craft-repair,Husband,White,Male,<=50K
8972,55,HS-grad,Adm-clerical,Not-in-family,White,Female,>50K
8973,90,Bachelors,Sales,Husband,White,Male,>50K
8974,30,HS-grad,Adm-clerical,Unmarried,White,Female,<=50K
8975,44,HS-grad,Craft-repair,Husband,White,Male,>50K
8976,36,10th,Craft-repair,Other-relative,Black,Male,<=50K
8977,63,Some-college,Exec-managerial,Husband,White,Male,>50K
8978,60,5th-6th,Transport-moving,Husband,White,Male,<=50K
8979,34,Prof-school,Prof-specialty,Not-in-family,White,Female,>50K
8980,49,11th,Exec-managerial,Husband,White,Male,<=50K
8981,47,Masters,Exec-managerial,Husband,White,Male,>50K
8982,42,HS-grad,Sales,Husband,White,Male,>50K
8983,53,5th-6th,Craft-repair,Husband,White,Male,<=50K
8984,23,Some-college,Tech-support,Not-in-family,White,Female,<=50K
8985,28,Assoc-voc,?,Unmarried,White,Female,<=50K
8986,20,Some-college,Sales,Husband,Black,Male,<=50K
8987,43,HS-grad,Handlers-cleaners,Husband,White,Male,<=50K
8988,32,Prof-school,Prof-specialty,Husband,White,Male,>50K
8989,43,Bachelors,Sales,Unmarried,White,Male,>50K
8990,31,HS-grad,Transport-moving,Husband,White,Male,<=50K
8991,29,HS-grad,?,Wife,White,Female,<=50K
8992,24,Some-college,Adm-clerical,Own-child,Asian-Pac-Islander,Male,<=50K
8993,39,Assoc-voc,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,<=50K
8994,29,Some-college,Craft-repair,Husband,Black,Male,>50K
8995,20,5th-6th,Handlers-cleaners,Not-in-family,White,Male,<=50K
8996,23,Some-college,?,Not-in-family,White,Male,<=50K
8997,42,11th,Other-service,Unmarried,White,Female,<=50K
8998,53,HS-grad,Craft-repair,Husband,White,Male,<=50K
8999,20,HS-grad,Handlers-cleaners,Husband,White,Male,<=50K
9000,58,1st-4th,Transport-moving,Husband,White,Male,<=50K
9001,51,HS-grad,Sales,Not-in-family,White,Male,<=50K
9002,25,HS-grad,Handlers-cleaners,Not-in-family,White,Male,<=50K
9003,38,Assoc-acdm,Prof-specialty,Unmarried,White,Female,<=50K
9004,41,Some-college,Craft-repair,Husband,White,Male,>50K
9005,58,Bachelors,Machine-op-inspct,Husband,White,Male,>50K
9006,25,10th,Machine-op-inspct,Not-in-family,White,Male,<=50K
9007,50,HS-grad,Craft-repair,Husband,White,Male,<=50K
9008,32,Bachelors,Exec-managerial,Husband,White,Male,>50K
9009,31,Doctorate,Prof-specialty,Own-child,White,Male,<=50K
